Temporada,Jugadora,Nacionalidad,Equipo,Puntos,Partidos,Rebotes Totales,Rebotes Ofensivos,Rebotes Defensivos,Asistencias,Balones recuperados,Balones perdidos,Tapones a favor,Tapones en contra,Faltas recibidas,Faltas cometidas,Valoración,Minutos jugados,% Tiros de 2,% Tiros de 3,% Tiros Libres
"2011/2012,""BRÖRING, TANYA"",Extranjero,JOPISA CIUDAD DE BURGOS,97,13,34,8,26,19,18,18,,,12,28,75,330:17,,18 / 50,"
"2011/2012,""CARBO COLOMA, ANNA"",Nacional,GIRONA FC,253,26,99,43,56,35,17,34,,11,62,20,258,722:37,84 / 179,13 / 45,46 / 62"
"2011/2012,""CARSON, ESSENCE"",Extranjero,RIVAS ECOPOLIS,312,25,117,32,85,35,28,56,12,2,56,48,275,731:15,106 / 232,21 / 67,"
"2011/2012,""CASAS CARRERAS, QUERALT"",Nacional,MANN FILTER ZARAGOZA,247,26,88,19,69,39,36,47,3,5,41,43,197,725:42,86 / 183,17 / 56,"
"2011/2012,""COVINGTON, ARHONDA"",Extranjero,MANN FILTER ZARAGOZA,260,25,152,51,101,22,24,53,5,8,52,51,259,639:29,99 / 204,,47 / 68"
"2011/2012,""CRUZ LEBRATO, ANNA"",Nacional,RIVAS ECOPOLIS,298,26,142,33,109,68,49,45,5,4,81,50,386,819:55,93 / 199,19 / 53,55 / 73"
"2011/2012,""DANTAS DO AMARAL, DAMIRIS"",Extranjero,RC CELTA BALONCESTO,328,25,176,63,113,14,25,33,9,13,88,70,279,681:07,126 / 317,,70 / 112"
"2011/2012,""DAPO, AMRA"",Extranjero,UNB OBENASA LACTURALE,236,26,105,27,78,30,22,45,1,6,49,43,181,750:28,68 / 151,22 / 91,"
"2011/2012,""DE CIMAN, MARGARET RIAK"",Extranjero,CADI LA SEU,188,26,98,26,72,3,8,46,24,10,53,87,137,500:19,70 / 147,,"
"2011/2012,""DE KLEIJN, MARLOU"",Extranjero,PALACIO DE CONGRESOS DE IBIZA,149,15,62,25,37,12,7,38,1,9,38,19,104,486:36,41 / 90,13 / 55,"
"2011/2012,""DE SOUZA MACHADO, ERIKA CRISTINA"",Nacional,PERFUMERIAS AVENIDA,303,20,187,55,132,26,24,36,18,4,65,44,400,530:30,130 / 247,,43 / 64"
"2011/2012,""DELGADO PONTES, MARINA"",Nacional,RC CELTA BALONCESTO,136,23,47,13,34,28,26,54,,4,47,59,92,484:20,46 / 103,,"
"2011/2012,""DENNETT, MELISSA LOUISE"",Extranjero,UNB OBENASA LACTURALE,157,19,114,44,70,8,13,41,11,3,42,48,162,481:50,67 / 140,,"
"2011/2012,""DENTI MUNTANE, AINA"",Nacional,PALACIO DE CONGRESOS DE IBIZA,260,26,125,33,92,19,16,48,23,6,53,77,205,732:04,96 / 205,13 / 52,"
"2011/2012,""DIEZ FERNANDEZ, NAIARA"",Nacional,UNB OBENASA LACTURALE,115,26,56,16,40,16,18,27,,6,35,32,90,532:19,,21 / 67,"
"2011/2012,""DOMINGUEZ FERNANDEZ, SILVIA"",Nacional,CIUDAD ROS CASARES VALENCIA,123,23,52,8,44,97,21,36,,,45,32,205,504:04,,16 / 51,"
"2011/2012,""ESPAÑA ALMENDRO, MARIA"",Nacional,SÓLLER BON DÍA!,57,14,36,7,29,2,3,8,,2,10,24,23,269:47,,15 / 52,"
"2011/2012,""FEASTER, ALISON"",Extranjero,PERFUMERIAS AVENIDA,124,26,58,25,33,30,16,23,,2,16,34,124,480:21,,25 / 63,"
"2011/2012,""FERNANDEZ FARRES, MARTA"",Nacional,PERFUMERIAS AVENIDA,308,25,60,13,47,65,31,37,4,3,46,28,301,659:44,114 / 214,12 / 47,44 / 54"
"2011/2012,""FERRARI CALABRO, PAOLA ANDREA"",Extranjero,SÓLLER BON DÍA!,428,25,91,10,81,88,29,91,7,9,85,70,344,864:04,84 / 175,64 / 171,68 / 84"
"2011/2012,""FORASTE GALOBARDES, MIRIAM"",Nacional,CIUDAD ROS CASARES VALENCIA,46,16,16,5,11,4,6,8,,4,8,21,30,139:09,,,"
"2011/2012,""FREIXANET VIEJO, JAEL"",Nacional,PERFUMERIAS AVENIDA,75,21,27,8,19,11,14,14,2,1,12,22,59,258:13,25 / 52,,"
"2011/2012,""GARCIA GARCIA, ALBA MARIA"",Nacional,CAJA RURAL TINTOS DE TORO,86,26,41,5,36,21,9,39,1,2,22,23,35,353:56,,16 / 64,"
"2011/2012,""GARCIA MATA, GEMA"",Nacional,CAJA RURAL TINTOS DE TORO,53,14,30,6,24,34,23,33,,,20,14,73,297:25,,9 / 33,"
"2011/2012,""GARCIA PIÑERO, MARIA BEGOÑA"",Nacional,UNB OBENASA LACTURALE,292,26,71,13,58,74,29,57,1,9,78,70,194,836:49,62 / 161,43 / 136,39 / 62"
"2011/2012,""GARCIA RIERA, BLANCA"",Nacional,CADI LA SEU,21,21,22,8,14,7,4,9,,2,14,8,21,151:57,,,"
"2011/2012,""GARCIA SALINERO, LAURA"",Nacional,HONDARRIBIA - IRÚN,347,26,94,26,68,49,33,81,2,17,53,22,270,832:00,122 / 265,21 / 50,40 / 56"
"2011/2012,""GARCIA TORRES, CRISTINA"",Nacional,CADI LA SEU,254,27,83,7,76,42,42,50,5,5,35,52,181,790:42,85 / 219,18 / 46,"
"2011/2012,""GASTAMINZA GANUZA, AMAYA"",Nacional,HONDARRIBIA - IRÚN,204,23,117,34,83,30,14,51,9,11,57,52,224,557:56,79 / 157,,"
"2011/2012,""GIL COLLADO, LAURA"",Nacional,HONDARRIBIA - IRÚN,139,26,123,40,83,17,28,52,12,7,49,73,122,598:47,56 / 151,,"
"2011/2012,""GIMENO MARTINEZ, VEGA"",Nacional,RIVAS ECOPOLIS,128,25,51,25,26,19,10,27,2,3,33,41,88,397:50,31 / 71,15 / 49,"
"2011/2012,""GIMENO MELENDO, LAURA"",Nacional,CAJA RURAL TINTOS DE TORO,115,24,100,28,72,26,15,40,10,6,19,55,79,519:29,45 / 123,5 / 30,"
"2011/2012,""GOMEZ FERREIROS, SARA"",Nacional,RC CELTA BALONCESTO,164,26,72,8,64,50,33,51,2,7,45,58,97,809:16,28 / 103,26 / 93,"
"2011/2012,""GOMEZ IGUAL, ANNA"",Nacional,RC CELTA BALONCESTO,164,22,79,11,68,62,25,59,1,5,57,62,137,678:21,33 / 98,19 / 68,41 / 52"
"2011/2012,""GOMEZ KEHSLER, TATIANA WALESKA"",Extranjero,HONDARRIBIA - IRÚN,238,26,141,42,99,20,12,49,12,10,65,60,259,668:13,101 / 185,,36 / 61"
"2011/2012,""GONZALEZ CENTENO, MARIA"",Nacional,RC CELTA BALONCESTO,63,26,48,14,34,16,5,24,,6,8,33,19,320:30,,10 / 39,"
"2011/2012,""HAJDUNE CSASZAR, ANDREA"",Extranjero,SÓLLER BON DÍA!,166,15,153,43,110,15,8,35,10,8,38,25,232,513:22,63 / 147,,"
"2011/2012,""HERRERA BOXO, LAURA"",Nacional,JOPISA CIUDAD DE BURGOS,99,25,63,22,41,11,6,13,2,8,36,16,124,395:57,35 / 79,,"
"2011/2012,""HONTI, KATALIN"",Extranjero,CIUDAD ROS CASARES VALENCIA,111,25,40,14,26,72,16,39,2,3,28,43,128,433:42,38 / 66,5 / 27,"
"2011/2012,""INFANTE NUÑEZ, LORENA"",Nacional,JOPISA CIUDAD DE BURGOS,253,26,101,7,94,141,34,108,1,5,107,46,337,928:30,42 / 103,31 / 99,76 / 88"
"2011/2012,""JACKSON, LAUREN"",Extranjero,CIUDAD ROS CASARES VALENCIA,250,21,81,28,53,21,25,32,7,2,40,57,211,459:50,56 / 114,33 / 86,"
"2011/2012,""JONES, ASJHA"",Extranjero,RIVAS ECOPOLIS,362,25,190,49,141,31,17,52,16,5,67,67,341,717:00,158 / 362,,46 / 57"
"2011/2012,""JORDANA BOFILL, NOEMI"",Nacional,GIRONA FC,195,26,56,10,46,96,20,89,1,3,50,58,128,706:54,30 / 70,39 / 125,"
"2011/2012,""KARKLINA, KRISTINE"",Extranjero,CADI LA SEU,251,26,126,19,107,61,35,88,1,11,82,71,226,792:39,65 / 149,24 / 85,49 / 64"
"2011/2012,""KOOIJ, LEONIE LOUISE"",Extranjero,RC CELTA BALONCESTO,129,26,86,24,62,20,17,31,,6,35,62,68,511:58,28 / 71,16 / 77,"
"2011/2012,""KRIVACEVIC, TIJANA"",Extranjero,RIVAS ECOPOLIS,87,15,42,18,24,8,12,19,2,2,17,41,64,237:14,38 / 75,,"
"2011/2012,""LEE, LISA RENEE"",Extranjero,G CANARIA 2014 CAJA DE CANARI,137,15,62,19,43,14,19,33,1,2,36,38,91,418:21,40 / 105,8 / 37,"
"2011/2012,""LYTTLE LYTTLE, SANCHO TRACY CONSTANCE"",Nacional,CIUDAD ROS CASARES VALENCIA,309,24,210,48,162,48,49,50,10,5,59,35,480,622:19,130 / 228,,49 / 65"
"2011/2012,""MARCOS BENITO, BLANCA"",Nacional,MANN FILTER ZARAGOZA,95,25,26,3,23,11,12,18,,,18,26,53,384:22,26 / 58,11 / 40,"
"2011/2012,""MENDEZ MARTINEZ, NEREA"",Nacional,CADI LA SEU,44,18,24,5,19,20,9,11,1,2,7,5,53,211:30,,,"
"2011/2012,""MENENDEZ ANTOLI, CELIA MARIA"",Nacional,JOPISA CIUDAD DE BURGOS,180,26,74,14,60,17,21,39,3,5,53,45,140,575:19,56 / 121,10 / 48,38 / 54"
"2011/2012,""MINCIKOVA, JANKA"",Extranjero,HONDARRIBIA - IRÚN,83,26,39,5,34,21,6,21,,6,31,13,90,387:12,,16 / 39,"
"2011/2012,""MITEVA, STEFKA KIRILOVA"",Extranjero,SÓLLER BON DÍA!,40,22,52,12,40,3,5,20,6,1,9,19,49,267:06,,,"
"2011/2012,""MONTESDEOCA LOPEZ, EVA"",Nacional,G CANARIA 2014 CAJA DE CANARI,65,26,80,43,37,10,9,25,2,2,14,75,48,340:32,29 / 52,,"
"2011/2012,""MOORE, MAYA APRIL"",Extranjero,CIUDAD ROS CASARES VALENCIA,179,15,66,29,37,53,25,29,10,,24,28,228,316:10,49 / 99,21 / 39,"
"2011/2012,""MORALES MARTIN, SILVIA"",Nacional,PALACIO DE CONGRESOS DE IBIZA,283,24,66,7,59,93,44,85,2,11,88,35,293,784:48,70 / 170,34 / 81,"
"2011/2012,""MORRIS, JENE NICOLE"",Extranjero,GIRONA FC,143,15,17,6,11,20,19,19,1,4,15,23,85,273:58,37 / 85,20 / 51,"
"2011/2012,""MORRISON JARA, ZIOMARA ESKET"",Extranjero,JOPISA CIUDAD DE BURGOS,372,26,276,91,185,14,15,65,19,13,115,81,485,834:02,113 / 229,20 / 46,86 / 111"
"2011/2012,""MOSBY, TYRONE BERNICE"",Extranjero,CAJA RURAL TINTOS DE TORO,434,25,197,71,126,29,21,75,15,12,96,55,422,798:49,163 / 334,12 / 38,72 / 103"
"2011/2012,""MOSS, DANDRA YUVETT"",Extranjero,G CANARIA 2014 CAJA DE CANARI,524,26,125,20,105,35,38,108,1,25,134,69,273,949:40,110 / 302,62 / 217,118 / 153"
"2011/2012,""MURPHY, ESHAYA MARIE"",Extranjero,CIUDAD ROS CASARES VALENCIA,361,26,121,61,60,26,48,35,6,12,41,48,345,631:57,114 / 221,31 / 80,"
"2011/2012,""NASCIMENTO, FRANCIELE APARECIDA"",Extranjero,HONDARRIBIA - IRÚN,232,26,124,29,95,8,13,46,8,6,44,55,174,584:35,102 / 235,,"
"2011/2012,""NDOUR, ASTOU BARRO"",Nacional,G CANARIA 2014 CAJA DE CANARI,222,23,161,52,109,5,13,40,12,2,44,74,245,573:57,81 / 148,10 / 29,"
"2011/2012,""NDOYE, BINETA"",Extranjero,G CANARIA 2014 CAJA DE CANARI,19,13,25,8,17,4,3,5,7,,5,16,28,113:25,,,"
"2011/2012,""NWAGBO, CHINEZE UZOAMAKA"",Extranjero,CADI LA SEU,225,25,166,75,91,19,22,57,3,16,69,81,218,706:39,98 / 198,,26 / 57"
"2011/2012,""OCETE CASTILLO, GABRIELA"",Nacional,SÓLLER BON DÍA!,251,26,64,8,56,132,38,67,,7,97,48,331,850:01,84 / 154,8 / 38,59 / 88"
"2011/2012,""ORTIZ VIVES, MARIONA"",Nacional,CAJA RURAL TINTOS DE TORO,182,26,73,22,51,62,33,68,5,11,52,62,158,666:08,72 / 159,,"
"2011/2012,""OUVIÑA MODREGO, CRISTINA"",Nacional,MANN FILTER ZARAGOZA,201,24,123,23,100,73,49,82,3,3,96,43,272,703:21,51 / 126,20 / 67,39 / 62"
"2011/2012,""PABLOS VILLARROEL, LUCIA"",Nacional,JOPISA CIUDAD DE BURGOS,159,26,58,12,46,26,16,41,,7,37,40,131,577:37,47 / 91,12 / 40,"
"2011/2012,""PALAU ALTES, LAIA"",Nacional,CIUDAD ROS CASARES VALENCIA,110,25,78,12,66,110,37,55,3,,25,56,188,542:53,27 / 54,14 / 47,"
"2011/2012,""PARHAM, AJA DANIELLE"",Extranjero,CAJA RURAL TINTOS DE TORO,271,25,100,30,70,61,44,55,17,7,68,93,237,738:44,73 / 184,27 / 71,44 / 58"
"2011/2012,""PASCUA SUAREZ, MARIA LUCILA"",Nacional,PERFUMERIAS AVENIDA,95,25,103,19,84,21,14,28,1,2,19,37,129,386:41,39 / 90,,"
"2011/2012,""PEREZ CAPARROS, ROSA"",Nacional,PALACIO DE CONGRESOS DE IBIZA,160,26,68,15,53,56,25,61,2,4,35,45,107,827:53,34 / 97,24 / 87,"
"2011/2012,""PINA TOLOSA, MARIA"",Nacional,MANN FILTER ZARAGOZA,147,21,62,15,47,19,13,32,,2,33,48,93,521:52,37 / 90,17 / 58,"
"2011/2012,""PIRSIC, SANDRA"",Extranjero,RIVAS ECOPOLIS,48,14,49,20,29,8,8,20,5,2,18,20,70,193:05,,,"
"2011/2012,""PODESVOVA, SIMONA"",Extranjero,UNB OBENASA LACTURALE,56,23,100,35,65,4,8,27,2,4,19,49,49,318:06,23 / 75,,"
"2011/2012,""QUINTERO CASTELLANO, THANIA"",Nacional,HONDARRIBIA - IRÚN,198,26,51,6,45,44,34,41,1,2,31,54,137,798:11,41 / 108,33 / 82,"
"2011/2012,""QUIRANTE MARTINEZ, ALEJANDRA"",Nacional,SÓLLER BON DÍA!,26,20,11,3,8,8,7,9,,1,8,20,-7,164:40,,5 / 32,"
"2011/2012,""RAD, JOVANA"",Extranjero,UNB OBENASA LACTURALE,337,25,138,42,96,21,35,45,11,9,88,58,352,672:58,104 / 186,26 / 85,51 / 76"
"2011/2012,""REVUELTO SÁNCHEZ-AGUILERA, MARIA"",Nacional,MANN FILTER ZARAGOZA,53,19,22,5,17,13,15,22,1,,20,34,24,233:21,,,"
"2011/2012,""ROBINSON, ANGELICA DANIELLE"",Extranjero,GIRONA FC,374,26,290,81,209,44,32,94,25,6,84,64,546,793:55,138 / 245,,62 / 81"
"2011/2012,""RODRIGUEZ PEREZ, DEBORA"",Nacional,RC CELTA BALONCESTO,8,18,4,1,3,2,1,6,1,1,5,9,-4,79:19,,,"
"2011/2012,""ROMERO GONZALEZ, LETICIA"",Nacional,G CANARIA 2014 CAJA DE CANARI,175,25,78,19,59,57,37,49,4,6,54,43,215,777:03,55 / 114,11 / 35,"
"2011/2012,""ROSS, ADRIANNE NICOLE"",Extranjero,CADI LA SEU,382,26,119,31,88,52,67,90,7,14,86,65,306,840:24,121 / 297,17 / 59,89 / 109"
"2011/2012,""ROYO TORRES, MARIA ESTELA"",Nacional,MANN FILTER ZARAGOZA,66,20,29,17,12,5,4,10,,8,13,24,31,237:31,24 / 58,,"
"2011/2012,""RUANO ORIOLA, OLGA"",Nacional,GIRONA FC,16,20,26,10,16,,1,6,2,,2,17,5,120:41,,,"
"2011/2012,""SANCHEZ FERNANDEZ, ISABEL"",Nacional,PERFUMERIAS AVENIDA,245,26,73,27,46,41,37,42,4,7,84,43,292,563:32,63 / 106,19 / 63,62 / 75"
"2011/2012,""SARR, OUMOUL KHAIRY"",Nacional,GIRONA FC,196,26,106,29,77,52,23,80,15,7,41,71,193,626:35,81 / 140,,"
"2011/2012,""SEGUI CARLES, PAULA"",Nacional,UNB OBENASA LACTURALE,152,26,100,22,78,22,21,61,12,4,37,88,98,594:49,61 / 137,,"
"2011/2012,""SOTIRIOU , AIKATERINA"",Extranjero,MANN FILTER ZARAGOZA,106,19,66,16,50,9,14,19,3,2,31,37,104,382:54,31 / 69,9 / 32,"
"2011/2012,""STEN, TIINA IRENE"",Extranjero,CADI LA SEU,65,23,38,17,21,9,7,18,3,6,19,19,46,272:39,22 / 57,,"
"2011/2012,""STEVENSON, MANDISA ARAMINTA SANURA"",Extranjero,CADI LA SEU,201,21,120,40,80,26,16,38,12,5,43,42,203,606:37,82 / 185,,"
"2011/2012,""SUAREZ UTRERO, ANA MARIA"",Nacional,SÓLLER BON DÍA!,138,26,56,21,35,38,15,39,2,2,28,43,110,529:13,38 / 89,13 / 43,"
"2011/2012,""SZCZECHOWIAK, CHARITY NWAMAKA"",Extranjero,PALACIO DE CONGRESOS DE IBIZA,166,13,128,58,70,9,16,39,6,7,39,54,147,423:31,57 / 134,11 / 42,"
"2011/2012,""THORBURN, SHONA LOUISE"",Extranjero,GIRONA FC,234,26,110,34,76,78,22,51,2,3,66,34,266,724:41,53 / 136,23 / 84,59 / 73"
"2011/2012,""TRAORE, ASTOU"",Extranjero,SÓLLER BON DÍA!,417,25,173,41,132,37,29,112,5,24,113,67,394,826:30,111 / 223,29 / 72,108 / 130"
"2011/2012,""TRAORE, AYA"",Extranjero,RC CELTA BALONCESTO,281,25,122,34,88,12,26,42,4,10,43,32,185,740:50,87 / 224,22 / 91,41 / 54"
"2011/2012,""TUUKKANEN, TARU TELLERVO"",Extranjero,CAJA RURAL TINTOS DE TORO,266,26,155,50,105,20,24,39,12,7,65,70,239,703:14,99 / 230,7 / 48,47 / 62"
"2011/2012,""VAJDA, ANNA"",Extranjero,PERFUMERIAS AVENIDA,116,26,110,37,73,13,17,24,10,2,27,58,104,414:03,32 / 97,10 / 38,"
"2011/2012,""VARAS GARCIA, DAIRA"",Nacional,CAJA RURAL TINTOS DE TORO,28,25,38,17,21,3,,3,3,,10,13,39,191:28,,,"
"2011/2012,""VEGA REBORA, GISELA VERONICA"",Nacional,GIRONA FC,363,26,204,55,149,41,37,49,3,12,96,47,497,725:17,137 / 255,,89 / 110"
"2011/2012,""VESELA, JANA"",Extranjero,CIUDAD ROS CASARES VALENCIA,124,26,65,18,47,33,19,28,8,3,20,22,164,476:15,43 / 86,,"
"2011/2012,""VYNUCHALOVA, ROMANA"",Extranjero,MANN FILTER ZARAGOZA,132,25,63,26,37,10,11,26,8,5,60,52,121,352:46,49 / 121,,"
"2011/2012,""WAUTERS, ANN"",Extranjero,CIUDAD ROS CASARES VALENCIA,350,25,174,42,132,57,24,48,13,4,63,32,479,641:32,147 / 242,,47 / 67"
"2011/2012,""XARGAY CASADEMONT, MARTA"",Nacional,PERFUMERIAS AVENIDA,206,26,79,21,58,90,31,49,1,,41,67,231,573:34,49 / 94,28 / 76,"
"2011/2012,""YACOUBOU, ISABELLE"",Extranjero,CIUDAD ROS CASARES VALENCIA,287,21,136,46,90,16,12,37,11,4,59,55,309,416:30,115 / 201,,57 / 78"
"2011/2012,""YGUERAVIDE VIANA, SANDRA"",Nacional,HONDARRIBIA - IRÚN,227,25,58,5,53,69,42,70,3,5,78,63,167,760:23,61 / 143,21 / 91,42 / 62"
"2011/2012,""ZLATANOVA, JAKLIN"",Extranjero,MANN FILTER ZARAGOZA,230,25,137,39,98,52,35,61,12,10,55,46,223,780:15,82 / 186,12 / 70,"
Temporada,Jugadora,Nacionalidad,Equipo,Puntos,Partidos,Rebotes Totales,Rebotes Ofensivos,Rebotes Defensivos,Asistencias,Balones recuperados,Balones perdidos,Tapones a favor,Tapones en contra,Faltas recibidas,Faltas cometidas,Valoración,Minutos jugados,% Tiros de 2,% Tiros de 3,% Tiros Libres
"2010/2011,""ABALDE DIAZ, TAMARA"",Nacional,UNB OBENASA LACTURALE,127,13,79,24,55,5,12,24,3,3,46,22,138,346:11,43 / 107,,"
"2010/2011,""ADAMS, DEMETRESS KEYONIA"",Extranjero,EXTRUGASA,274,26,178,64,114,20,24,72,10,4,73,61,329,714:53,117 / 206,,40 / 63"
"2010/2011,""AGUILAR LOPEZ , ELISA"",Nacional,RIVAS ECOPOLIS,268,26,30,3,27,68,27,36,,10,36,16,235,689:40,54 / 116,41 / 110,"
"2010/2011,""ALAÑA SEGURA, SHEILA"",Nacional,C.B. OLESA,93,13,48,7,41,12,4,27,2,2,30,30,64,377:32,22 / 52,12 / 40,"
"2010/2011,""ANDERSSON, ANN KADIDJA"",Extranjero,G CANARIA 2014 CAJA DE CANARI,117,24,47,23,24,10,4,26,4,2,33,43,82,424:58,48 / 99,,"
"2010/2011,""ANOSIKE, NIKOLIKA NONYELUM"",Extranjero,CIUDAD ROS CASARES VALENCIA,169,21,132,33,99,25,31,33,10,4,48,51,242,490:22,64 / 127,,41 / 63"
"2010/2011,""ANTOJA ROVIRA, LAURA"",Nacional,GIRONA FC,209,24,53,10,43,61,34,50,,4,66,40,197,696:53,37 / 103,32 / 82,39 / 55"
"2010/2011,""ARGUELLO CUENCA, PATRICIA"",Nacional,G CANARIA 2014 CAJA DE CANARI,284,26,86,15,71,30,24,62,3,4,60,61,205,817:16,43 / 97,54 / 145,"
"2010/2011,""ASURMENDI VILLAVERDE, MARIA DEL CARMEN"",Nacional,UNB OBENASA LACTURALE,155,26,50,10,40,41,26,44,,,41,37,149,638:47,,28 / 81,"
"2010/2011,""BAHI BLANQUERA, GEORGINA"",Nacional,GIRONA FC,129,25,111,33,78,12,18,25,5,5,36,58,136,560:23,33 / 84,13 / 44,"
"2010/2011,""BAS LOPEZ, MARIA"",Nacional,C.B. OLESA,35,13,21,2,19,3,5,10,2,,7,15,18,195:02,,9 / 30,"
"2010/2011,""BAVENDAM, KATJA"",Extranjero,HONDARRIBIA - IRÚN,165,25,122,33,89,13,17,60,17,4,51,53,195,494:48,58 / 122,,49 / 58"
"2010/2011,""BELJANSKI, MILICA"",Extranjero,RC CELTA INDEPO,65,19,27,6,21,17,8,35,1,,20,37,21,288:00,25 / 58,,"
"2010/2011,""BERCIANO OCAÑA, PATRICIA"",Nacional,CADI LA SEU,42,18,10,2,8,17,7,30,,,31,34,3,251:56,,,"
"2010/2011,""BERMEJO MORENO, CLARA SUSANA"",Nacional,RIVAS ECOPOLIS,113,26,77,18,59,67,49,36,2,3,61,50,231,608:13,33 / 61,,"
"2010/2011,""BLANES MACHO, MARTA"",Nacional,EXTRUGASA,114,19,68,17,51,21,18,50,4,5,63,39,105,517:28,,17 / 53,31 / 54"
"2010/2011,""BOADA XAIRO, HELENA"",Nacional,UNB OBENASA LACTURALE,151,25,50,16,34,26,20,47,1,6,51,46,104,496:09,46 / 109,12 / 39,"
"2010/2011,""BOGDANOVA, NATALIA"",Extranjero,SÓLLER BON DÍA!,62,26,83,36,47,8,8,27,3,4,19,35,76,415:16,25 / 55,,"
"2010/2011,""BONNER, DEWANNA TENISE"",Extranjero,RIVAS ECOPOLIS,410,26,172,51,121,26,39,55,10,9,82,41,445,765:35,142 / 280,15 / 50,81 / 97"
"2010/2011,""BORGES DOS REIS, SONIA"",Extranjero,GIRONA FC,177,15,74,16,58,13,18,39,9,4,44,41,147,391:12,72 / 157,,"
"2010/2011,""BORISOVA GUNEVA , EVELINA"",Extranjero,GIRONA FC,193,26,95,31,64,37,15,49,4,8,38,37,160,522:03,70 / 155,9 / 35,"
"2010/2011,""BROWN, KIESHA LINDSAY"",Extranjero,MANN FILTER ZARAGOZA,198,26,71,11,60,36,22,40,,4,41,42,169,610:36,60 / 142,14 / 38,"
"2010/2011,""BRUNSON, REBEKKAH"",Extranjero,CIUDAD ROS CASARES VALENCIA,369,23,199,84,115,10,33,51,17,5,83,59,427,597:09,148 / 280,,67 / 99"
"2010/2011,""BURGIN, DANIELLE MICHELLE"",Extranjero,HONDARRIBIA - IRÚN,234,26,137,35,102,11,10,43,6,8,51,71,227,530:52,95 / 167,,44 / 72"
"2010/2011,""CARBO COLOMA, ANNA"",Nacional,GIRONA FC,195,26,113,52,61,32,16,44,,8,49,23,226,635:35,65 / 133,7 / 27,44 / 60"
"2010/2011,""CASAS CARRERAS, QUERALT"",Nacional,MANN FILTER ZARAGOZA,101,26,40,7,33,19,29,23,3,3,39,14,121,332:26,35 / 73,,"
"2010/2011,""CASTILLO IGLESIAS, LICET"",Nacional,CADI LA SEU,244,26,72,12,60,60,29,86,,7,43,53,143,631:46,61 / 136,27 / 101,"
"2010/2011,""CHONES, KAAYLA MONET"",Extranjero,UNB OBENASA LACTURALE,391,26,158,37,121,30,18,71,13,6,65,73,345,893:44,165 / 337,,61 / 68"
"2010/2011,""CINITE, DACE"",Extranjero,UNB OBENASA LACTURALE,129,26,85,36,49,14,8,35,10,6,47,37,130,470:50,45 / 104,,"
"2010/2011,""COMFORT, LADY"",Extranjero,SÓLLER BON DÍA!,265,26,182,61,121,29,15,72,13,3,74,96,275,769:21,103 / 211,,56 / 78"
"2010/2011,""CRUZ LEBRATO, ANNA"",Nacional,RIVAS ECOPOLIS,255,26,126,32,94,54,42,58,7,6,69,51,264,745:24,94 / 227,7 / 34,46 / 60"
"2010/2011,""DAPO, AMRA"",Extranjero,HONDARRIBIA - IRÚN,188,25,100,34,66,37,17,52,,10,56,38,146,647:52,62 / 148,13 / 59,"
"2010/2011,""DE SOUZA MACHADO, ERIKA CRISTINA"",Nacional,PERFUMERIAS AVENIDA,322,25,206,67,139,24,28,46,26,6,55,59,402,653:36,144 / 265,,34 / 60"
"2010/2011,""DELGADO PONTES, MARINA"",Nacional,RC CELTA INDEPO,18,13,13,4,9,7,8,12,,1,3,12,7,127:18,,,"
"2010/2011,""DENTI MUNTANE, AINA"",Nacional,C.B. OLESA,249,26,141,43,98,18,24,49,26,2,53,81,259,705:59,92 / 182,13 / 35,"
"2010/2011,""DIAZ CASTELLANO, YURENA"",Nacional,G CANARIA 2014 CAJA DE CANARI,52,23,19,3,16,5,8,16,1,1,10,19,30,212:52,,10 / 31,"
"2010/2011,""DIEZ FERNANDEZ, NAIARA"",Nacional,UNB OBENASA LACTURALE,82,24,29,7,22,11,10,21,1,1,15,28,36,318:56,,19 / 63,"
"2010/2011,""DOMINGUEZ FERNANDEZ, SILVIA"",Nacional,PERFUMERIAS AVENIDA,145,25,51,13,38,65,34,38,1,4,37,39,180,580:19,36 / 74,16 / 45,"
"2010/2011,""DOUGLAS, KATHRYN"",Extranjero,CIUDAD ROS CASARES VALENCIA,336,24,81,27,54,44,33,43,10,3,41,36,312,607:22,105 / 199,31 / 80,"
"2010/2011,""ESPAÑA ALMENDRO, MARIA"",Nacional,SÓLLER BON DÍA!,17,14,5,,5,2,8,5,1,,,10,6,86:55,,,"
"2010/2011,""FEASTER, ALISON"",Extranjero,MANN FILTER ZARAGOZA,271,26,94,36,58,53,41,59,2,1,44,59,242,740:19,53 / 112,47 / 127,"
"2010/2011,""FERNANDEZ FARRES, MARTA"",Nacional,CIUDAD ROS CASARES VALENCIA,270,26,49,16,33,47,30,43,7,7,34,27,239,550:37,91 / 172,17 / 43,"
"2010/2011,""FERRAGUT CASTILLO, MARINA"",Nacional,HONDARRIBIA - IRÚN,152,22,62,13,49,12,8,29,5,3,19,23,125,424:18,58 / 110,7 / 31,"
"2010/2011,""FERRARI CALABRO, PAOLA ANDREA"",Extranjero,SÓLLER BON DÍA!,404,26,77,17,60,108,38,89,11,6,69,64,329,861:32,86 / 179,64 / 180,"
"2010/2011,""FREIXANET VIEJO, JAEL"",Nacional,CADI LA SEU,138,26,59,15,44,20,19,42,7,4,30,67,71,536:19,45 / 114,,"
